output,agg_id,layer_id
1,1,14
2,2,14
3,3,14
4,4,14
5,5,14
6,6,14
7,7,14
8,8,14
9,9,14
10,10,14
11,11,14
12,12,14
13,13,14
14,14,14
15,15,14
16,16,14
17,17,14
18,18,14
19,19,14
20,20,14
21,21,14
22,22,14
23,23,14
24,24,14
25,25,14
26,26,14
27,27,14
28,28,14
29,29,14
30,30,14
31,31,14
32,32,14
33,33,14
34,34,14
35,35,14
36,36,14
37,37,14
38,38,14
39,39,14
40,40,14
41,41,14
42,42,14
43,43,14
44,44,14
45,45,14
46,46,14
47,47,14
48,48,14
49,49,14
50,50,14
51,51,14
52,52,14
53,53,14
54,54,14
55,55,14
56,56,14
57,57,14
58,58,14
59,59,14
60,60,14
61,61,14
62,62,14
63,63,14
64,64,14
65,65,14
66,66,14
67,67,14
68,68,14
69,69,14
70,70,14
71,71,14
72,72,14
73,73,14
74,74,14
75,75,14
76,76,14
77,77,14
78,78,14
79,79,14
80,80,14
81,81,14
82,82,14
83,83,14
84,84,14
85,85,14
86,86,14
87,87,14
88,88,14
89,89,14
90,90,14
91,91,14
92,92,14
93,93,14
94,94,14
95,95,14
96,96,14
97,97,14
98,98,14
99,99,14
100,100,14
101,101,14
102,102,14
103,103,14
104,104,14
105,105,14
106,106,14
107,107,14
108,108,14
109,109,14
110,110,14
111,111,14
112,112,14
113,113,14
114,114,14
115,115,14
116,116,14
117,117,14
118,118,14
119,119,14
120,120,14
121,121,14
122,122,14
123,123,14
124,124,14
125,125,14
126,126,14
127,127,14
128,128,14
129,129,14
130,130,14
131,131,14
132,132,14
133,133,14
134,134,14
135,135,14
136,136,14
137,137,14
138,138,14
139,139,14
140,140,14
141,141,14
142,142,14
143,143,14
144,144,14
145,145,14
146,146,14
147,147,14
148,148,14
149,149,14
150,150,14
151,151,14
152,152,14
153,153,14
154,154,14
155,155,14
156,156,14
157,157,14
158,158,14
159,159,14
160,160,14
161,161,14
162,162,14
163,163,14
164,164,14
165,165,14
166,166,14
167,167,14
168,168,14
